S.No,Item name,Brand_Name,Category,Sub_Category,Matched_Ingredients,Matched_Categories,Matched_Severities
314,"Slurrp Farm Healthy Snacks for Kids, Mighty Puff Cheese & Herbs, Not Fried, No Maida",SLURRP FARM,SNACKS,PUFFSS,,,
315,Crax Aloo Bhujia Namkeen Snacks,CRAX,SNACKS,NAMKEEN,SUGAR; MALTODEXTRIN; REFINED PALMOLEIN OIL; ACIDITY REGULATOR (INS 330); ANTICAKING AGENT (INS 551); NATURE IDENTICAL FLAVOURING SUBSTANCES; CORN FLOUR; IODIZED SALT; BLACK SALT,added_sugar; hidden_sugar; saturated_fat_source; acidity_regulator; anticaking_agent; artificial_flavoring; refined_carb; sodium_source; sodium_source,medium; medium; medium; low; low; medium; low; low; low
316,"Ritebite Max Protein Cheese & Jalapeno 10G Multigrain Protein Chips, Healthy Snacks & Munchies",MAX PROTEIN,SNACKS,CHIPS,SUGAR; MILK SOLIDS; STARCH,added_sugar; allergen; refined_carb,medium; low; low
317,Modern Kitchens Potato Chips Salted,MODERN KITCHENS,SNACKS,POTATOCHIPS,,,
318,Mr Makhana Super Snack - Pudina Party,MR MAHKANA,SNACKS,MAKHNA,SUGAR; MALTODEXTRIN; CITRIC ACID; FLAVOUR ENHANCER,added_sugar; hidden_sugar; acidity_regulator; msg_likely,medium; medium; low; medium
319,Farmley Achaari Makhana Roasted In Olive Oil,FARMLEY,SNACKS,MAKHNA,SUGAR; CITRIC ACID; FLAVOUR ENHANCER,added_sugar; acidity_regulator; msg_likely,medium; low; medium
320,Farmley Cheesy Cheddar Makhana Roasted In Olive Oil,FARMLEY,SNACKS,MAKHNA,SUGAR; CITRIC ACID; ANTICAKING AGENT (INS 551); FLAVOUR ENHANCER; MILK SOLIDS; IODISED SALT,added_sugar; acidity_regulator; anticaking_agent; msg_likely; allergen; sodium_source,medium; low; low; medium; low; low
321,Farmley Cream And Onion Makhana Roasted In Olive Oil,FARMLEY,SNACKS,MAKHNA,SUGAR; CITRIC ACID; FLAVOUR ENHANCER; STARCH; IODISED SALT,added_sugar; acidity_regulator; msg_likely; refined_carb; sodium_source,medium; low; medium; low; low
322,Farmley Himalayan Salted Makhana Roasted In Olive Oil,FARMLEY,SNACKS,MAKHNA,SUGAR,added_sugar,medium
323,MOM Black Salt Roasted Makhana,MOM,SNACKS,MAKHNA,SUGAR; ACIDITY REGULATOR (INS 330); ANTICAKING AGENT (INS 551); HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; BLACK SALT,added_sugar; acidity_regulator; anticaking_agent; msg_source; msg_likely; sodium_source,medium; low; low; medium; medium; low
324,Let's Try Sour Cream And Onion Makhana Puffs,LET'S TRY,SNACKS,MAKHNA,SUGAR; MALTODEXTRIN; NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; MILK SOLIDS; IODISED SALT,added_sugar; hidden_sugar; artificial_flavoring; msg_source; msg_likely; allergen; sodium_source,medium; medium; medium; medium; medium; low; low
325,MR. MAKHANA Fox Nuts Black Salt,MR MAHKANA,SNACKS,MAKHNA,MALTODEXTRIN; BLACK SALT,hidden_sugar; sodium_source,medium; low
326,Too Yumm! Karare Chilli Achari Flavour,TOO YUMM,SNACKS,CRISPS,SUGAR; MALTODEXTRIN; ANTICAKING AGENT (INS 551); HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; MILK SOLIDS; LODISED SALT,added_sugar; hidden_sugar; anticaking_agent; msg_source; msg_likely; allergen; sodium_source,medium; medium; low; medium; medium; low; low
327,Too Yumm! Noodles Masala | Spicy No Palm Oil Crisps,TOO YUMM,SNACKS,CRISPS,SUGAR; MALTODEXTRIN; HYDROLYZED VEGETABLE PROTEIN; FLAVOUR ENHANCER; LODISED SALT,added_sugar; hidden_sugar; msg_source; msg_likely; sodium_source,medium; medium; medium; medium; low
328,Too Yumm! Kashmiri Chilli Spicy Potato Chips| No Palm Oil Snacks,TOO YUMM,SNACKS,POTATOCHIPS,MALTODEXTRIN; ANTICAKING AGENT (INS 551); NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; REFINED WHEAT FLOUR (MAIDA); STARCH; IODISED SALT; BLACK SALT,hidden_sugar; anticaking_agent; artificial_flavoring; msg_source; msg_likely; refined_carb; refined_carb; sodium_source; sodium_source,medium; low; medium; medium; medium; medium; low; low; low
329,Too Yumm! Aloo Chaat Potato Stix | Munching Snack | On-the-Go Munchies,TOO YUMM,SNACKS,POTATO STICKS,SUGAR; MALTODEXTRIN; ANTICAKING AGENT (INS 551); NATURE IDENTICAL FLAVOURING SUBSTANCES; FLAVOUR ENHANCER; CORN FLOUR; STARCH; LODISED SALT,added_sugar; hidden_sugar; anticaking_agent; artificial_flavoring; msg_likely; refined_carb; refined_carb; sodium_source,medium; medium; low; medium; medium; low; low; low
330,Too Yumm! Aloo Bhujia | No Palm Oil | 35% Less Saturated Fat,TOO YUMM,SNACKS,BHUJIA,SUGAR; MALTODEXTRIN; ANTICAKING AGENT (INS 551); NATURE IDENTICAL FLAVOURING SUBSTANCES; FLAVOUR ENHANCER; CORN FLOUR; STARCH; IODISED SALT,added_sugar; hidden_sugar; anticaking_agent; artificial_flavoring; msg_likely; refined_carb; refined_carb; sodium_source,medium; medium; low; medium; medium; low; low; low
331,Too Yumm - Rings Tomato Twist,TOO YUMM,SNACKS,CRISPS,SUGAR; REFINED PALMOLEIN OIL; NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; CORN FLOUR; IODISED SALT; BLACK SALT,added_sugar; saturated_fat_source; artificial_flavoring; msg_source; msg_likely; refined_carb; sodium_source; sodium_source,medium; medium; medium; medium; medium; low; low; low
332,Too Yumm! Moong Dal | No Palm Oil | 35% Less Saturated Fat,TOO YUMM,SNACKS,NAMKEEN,IODISED SALT,sodium_source,low
333,Too Yumm! Salted Peanuts | No Palm Oil | Protein Goodness,TOO YUMM,SNACKS,NAMKEEN,IODISED SALT,sodium_source,low
334,Haldiram's Mixture,HALDIRAMS,SNACKS,MIXTURE,REFINED PALMOLEIN OIL; REFINED WHEAT FLOUR (MAIDA); IODISED SALT; BLACK SALT,saturated_fat_source; refined_carb; sodium_source; sodium_source,medium; medium; low; low
335,Haldirams Soya Sticks,HALDIRAMS,SNACKS,SOYA STICKS,REFINED SUGAR; HYDROGENATED VEGETABLE OIL; REFINED PALMOLEIN OIL; ACIDITY REGULATOR (INS 330); STARCH; LODISED SALT; BLACK SALT,added_sugar; trans_fat_source; saturated_fat_source; acidity_regulator; refined_carb; sodium_source; sodium_source,medium; high; medium; low; low; low; low
336,Haldiram's Panchratan Mixture,HALDIRAMS,SNACKS,MIXTURE,REFINED SUGAR; REFINED PALMOLEIN OIL; ACIDITY REGULATOR (INS 330); BLACK SALT,added_sugar; saturated_fat_source; acidity_regulator; sodium_source,medium; medium; low; low
337,Haldiram's Khatta Meetha,HALDIRAMS,SNACKS,NAMKEEN,SUGAR; ACIDITY REGULATOR (INS 330); ANTICAKING AGENT (INS 551); STARCH; IODISED SALT; BLACK SALT,added_sugar; acidity_regulator; anticaking_agent; refined_carb; sodium_source; sodium_source,medium; low; low; low; low; low
338,Haldiram's Moong Dal,HALDIRAMS,SNACKS,NAMKEEN,,,
339,Haldiram's Cornflakes Mixture,HALDIRAMS,SNACKS,MIXTURE,SUGAR; ACIDITY REGULATOR (INS 330); ANTICAKING AGENT (INS 551); STARCH; EDIBLE COMMON SALT; BLACK SALT,added_sugar; acidity_regulator; anticaking_agent; refined_carb; sodium_source; sodium_source,medium; low; low; low; low; low
340,Haldirams Nagpur Murrukku,HALDIRAMS,SNACKS,MURUKKU  ,REFINED PALMOLEIN OIL,saturated_fat_source,medium
341,Haldiram Farali Chiwda,HALDIRAMS,SNACKS,MIXTURE,REFINED SUGAR; REFINED PALMOLEIN OIL,added_sugar; saturated_fat_source,medium; medium
342,Haldiram's Masala Tasty Nuts,HALDIRAMS,SNACKS,NAMKEEN,REFINED PALMOLEIN OIL; ACIDITY REGULATOR (INS 330); STARCH; LODISED SALT; BLACK SALT,saturated_fat_source; acidity_regulator; refined_carb; sodium_source; sodium_source,medium; low; low; low; low
343,Bingo! Tedhe Medhe,BINGO,SNACKS,CRISPS,SUGAR; MALTODEXTRIN; NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYZED VEGETABLE PROTEIN; FLAVOUR ENHANCER; IODIZED SALT; BLACK SALT,added_sugar; hidden_sugar; artificial_flavoring; msg_source; msg_likely; sodium_source; sodium_source,medium; medium; medium; medium; medium; low; low
344,Haldiram's Dal Biji,HALDIRAMS,SNACKS,NAMKEEN,REFINED PALMOLEIN OIL; IODISED SALT; BLACK SALT,saturated_fat_source; sodium_source; sodium_source,medium; low; low
345,Granamma Kodubale/ Ring Murukku,GRANAMMA,SNACKS,KODBALE,REFINED WHEAT FLOUR (MAIDA); IODISED SALT,refined_carb; sodium_source,medium; low
346,Granamma Madras Mixture,GRANAMMA,SNACKS,MIXTURE,SUGAR; REFINED WHEAT FLOUR (MAIDA); IODISED SALT,added_sugar; refined_carb; sodium_source,medium; medium; low
347,Granamma Ribbon Pakoda,GRANAMMA,SNACKS,CRISPS,IODISED SALT,sodium_source,low
348,Granamma Butter Murukku,GRANAMMA,SNACKS,NAMKEEN,IODISED SALT,sodium_source,low
349,Granamma Kara Boondi,GRANAMMA,SNACKS,NAMKEEN,REFINED SUGAR; IODISED SALT,added_sugar; sodium_source,medium; low
350,Dev Kadalamavu Mixture,DEV SNACKS,SNACKS,MIXTURE,,,
351,Dev Snacks Ghee Murukku,DEV SNACKS,SNACKS,MURUKKU  ,,,
352,Bingo! Flat Cut Himalayan Pink Salt,BINGO,SNACKS,POTATOCHIPS,,,
353,Lay's Potato Chips WAFERstyle - Salt with Pepper Flavour,LAY'S,SNACKS,POTATOCHIPS,SUGAR; MALTODEXTRIN; NATURE IDENTICAL FLAVOURING SUBSTANCES; FLAVOUR ENHANCER; IODISED SALT,added_sugar; hidden_sugar; artificial_flavoring; msg_likely; sodium_source,medium; medium; medium; medium; low
354,Modern Kitchens Wheel Chips,MODERN KITCHENS,SNACKS,MURUKKU ,STARCH; BLACK SALT,refined_carb; sodium_source,low; low
355,Nestle Munch Max Choco Coated Crunchy WAFERBar,NESTLE,CHOCOLATE,WAFERCHOCOLATE,SUGAR; HYDROGENATED VEGETABLE FAT; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); IODISED SALT,added_sugar; trans_fat_source; allergen; refined_carb; sodium_source,medium; high; low; medium; low
356,Cadbury Dairy Milk Chocolate Bar,CADBURY,CHOCOLATE,CHOCOLATE BAR,SUGAR; EMULSIFIERS (442; MILK SOLIDS,added_sugar;  476); allergen,medium; emulsifier; low
357,Ferrero Rocher,FERRERO ROCHER,CHOCOLATE,MILK CHOCOLATE,SUGAR; PALM OIL; SKIMMED MILK POWDER; REFINED WHEAT FLOUR; EDIBLE COMMON SALT,added_sugar; saturated_fat_source; allergen; refined_carb; sodium_source,medium; medium; low; medium; low
358,Cadbury 5 Star CHOCOLATE BAR,CADBURY,CHOCOLATE,CHOCOLATE BAR,LIQUID GLUCOSE; INVERT SUGAR; EMULSIFIERS (442; HYDROLYZED VEGETABLE PROTEIN; MILK SOLIDS; IODISED SALT,hidden_sugar; hidden_sugar;  476); msg_source; allergen; sodium_source,medium; medium; emulsifier; medium; low; low
359,Amul Chocominis Chocolate,AMUL,CHOCOLATE,CHOCOLATE,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
360,Galaxy Cookie Crumble CHOCOLATE BAR,GALAXY,CHOCOLATE,CHOCOLATE BAR,SUGAR; LIQUID GLUCOSE; PALM OIL; MILK SOLIDS; SKIMMED MILK POWDER; REFINED WHEAT FLOUR (MAIDA),added_sugar; hidden_sugar; saturated_fat_source; allergen; allergen; refined_carb,medium; medium; medium; low; low; medium
361,Galaxy Smooth Milk CHOCOLATE BAR,GALAXY,CHOCOLATE,CHOCOLATE BAR,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
362,Cadbury Dairy Milk Fruit & Nut CHOCOLATE BAR,CADBURY,CHOCOLATE,CHOCOLATE BAR,SUGAR; EMULSIFIERS (442; MILK SOLIDS,added_sugar;  476); allergen,medium; emulsifier; low
363,Hershey's Kisses Milk Chocolate,HERSHEYS,CHOCOLATE,CHOCOLATE,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
364,Confetteria Raffaello Coconut and White Almond,CONFETTERIA RAFFAELLO,CHOCOLATE,CHOCOLATE,SUGAR; PALM OIL; NATURE IDENTICAL FLAVOURING SUBSTANCES; SKIMMED MILK POWDER; REFINED WHEAT FLOUR (MAIDA); STARCH; EDIBLE COMMON SALT,added_sugar; saturated_fat_source; artificial_flavoring; allergen; refined_carb; refined_carb; sodium_source,medium; medium; medium; low; medium; low; low
365,Cadbury Dairy Milk Crispello CHOCOLATE BAR,CADBURY,CHOCOLATE,CHOCOLATE BAR,SUGAR; EMULSIFIERS (442; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); STARCH; IODISED SALT,added_sugar;  476); allergen; refined_carb; refined_carb; sodium_source,medium; emulsifier; low; medium; low; low
366,Twix Minis Cookie Caramel Chocolate Pack,TWIX,CHOCOLATE,CHOCOLATE BAR,SUGAR; LIQUID GLUCOSE; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA),added_sugar; hidden_sugar; allergen; refined_carb,medium; medium; low; medium
367,"Sunfeast Fantastik Fruit n Nut, Chocolaty Bar",SUNFEAST,CHOCOLATE,CHOCOLATE BAR,SUGAR; HYDROGENATED VEGETABLE OIL; NATURE IDENTICAL FLAVOURING SUBSTANCES; MILK SOLIDS,added_sugar; trans_fat_source; artificial_flavoring; allergen,medium; high; medium; low
368,Cadbury Dairy Milk Silk Oreo CHOCOLATE BAR,CADBURY,CHOCOLATE,CHOCOLATE BAR,INVERT SUGAR; EMULSIFIERS (442; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); IODISED SALT,hidden_sugar;  476); allergen; refined_carb; sodium_source,medium; emulsifier; low; medium; low
369,Eat Anytime Coffee Cinnamon Date Laddoo,EAT ANYTIME,CHOCOLATE,LADDU,,,
370,Cadbury Nutties Chocolate,CADBURY,CHOCOLATE,CHOCOLATE,SUGAR; EMULSIFIERS (442; NATURE IDENTICAL FLAVOURING SUBSTANCES; MILK SOLIDS; LODISED SALT,added_sugar;  476); artificial_flavoring; allergen; sodium_source,medium; emulsifier; medium; low; low
371,Nestle Milkybar Tablet Made With Milk Yummy & Creamy Treat,MILKY BAR,CHOCOLATE,CHOCOLATE BAR,SUGAR; HYDROGENATED VEGETABLE FAT; MILK SOLIDS,added_sugar; trans_fat_source; allergen,medium; high; low
372,Snickers Peanut Filled CHOCOLATE BAR Loaded with Delicious Roasted Peanuts,SNICKERS,CHOCOLATE,CHOCOLATE BAR,SUGAR; LIQUID GLUCOSE; DEXTROSE; HYDROGENATED VEGETABLE OIL; PALM OIL; MILK SOLIDS; IODIZED SALT,added_sugar; hidden_sugar; hidden_sugar; trans_fat_source; saturated_fat_source; allergen; sodium_source,medium; medium; medium; high; medium; low; low
373,Cadbury Dairy Milk Silk Desserts Brownie CHOCOLATE BAR,CADBURY,CHOCOLATE,CHOCOLATE BAR,INVERT SUGAR; EMULSIFIERS (442; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); IODIZED SALT,hidden_sugar;  476); allergen; refined_carb; sodium_source,medium; emulsifier; low; medium; low
374,Hershey's Creamy Milk CHOCOLATE BAR,HERSHEYS,CHOCOLATE,CHOCOLATE BAR,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
375,Hershey's Cookies 'N' Creme CHOCOLATE BAR,HERSHEYS,CHOCOLATE,CHOCOLATE BAR,SUGAR; EDIBLE VEGETABLE OIL (PALM OIL); MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA),added_sugar; saturated_fat_source; allergen; refined_carb,medium; medium; low; medium
376,Cadbury Dairy Milk Bites Hazelnut Chocolate Pack,CADBURY,CHOCOLATE,CHOCOLATE,SUGAR; LIQUID GLUCOSE; EMULSIFIERS (442; MILK SOLIDS,added_sugar; hidden_sugar;  476); allergen,medium; medium; emulsifier; low
377,Hershey's Dark CHOCOLATE BAR,HERSHEYS,CHOCOLATE,CHOCOLATE BAR,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
378,"Galaxy Fusions Silky Smooth Dark CHOCOLATE BAR, Made with 70% Cocoa",GALAXY,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
379,Cadbury Dairy Milk Silk Bubbly CHOCOLATE BAR,CADBURY,CHOCOLATE,CHOCOLATE BAR,SUGAR; EMULSIFIERS (442; MILK SOLIDS,added_sugar;  476); allergen,medium; emulsifier; low
380,Cadbury Dairy Milk Silk CHOCOLATE BAR,CADBURY,CHOCOLATE,CHOCOLATE,SUGAR; EMULSIFIERS (442; MILK SOLIDS,added_sugar;  476); allergen,medium; emulsifier; low
381,Nestle KitKat Delights Rich,NESTLE,CHOCOLATE,CHOCOLATE,SUGAR; HYDROGENATED VEGETABLE FAT; NATURE IDENTICAL FLAVOURING SUBSTANCES; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); LODIZED SALT,added_sugar; trans_fat_source; artificial_flavoring; allergen; refined_carb; sodium_source,medium; high; medium; low; medium; low
382,Cadbury Dairy Milk Silk Mousse CHOCOLATE BAR,CADBURY,CHOCOLATE,CHOCOLATE BAR,SUGAR; EMULSIFIERS (442; MILK SOLIDS,added_sugar;  476); allergen,medium; emulsifier; low
383,Kinder Creamy Milky And Cocoa With Extruded Rice,KINDER JOY,CHOCOLATE,CHOCOLATE,SUGAR; PALM OIL,added_sugar; saturated_fat_source,medium; medium
384,Hershey's Kisses Cookies 'N' Cream Chocolate,HERSHEYS,CHOCOLATE,CHOCOLATE,SUGAR; EDIBLE VEGETABLE OIL (PALM OIL); MILK SOLIDS,added_sugar; saturated_fat_source; allergen,medium; medium; low
385,Hershey's Exotic Raspberry & Goji Dark Chocolate,HERSHEYS,CHOCOLATE,CHOCOLATE,SUGAR; LIQUID GLUCOSE; MILK SOLIDS; EDIBLE COMMON SALT,added_sugar; hidden_sugar; allergen; sodium_source,medium; medium; low; low
386,Cadbury Temptations Almond Treat Premium CHOCOLATE BAR,BOURNVILLE,CHOCOLATE,CHOCOLATE BAR,SUGAR; EMULSIFIERS (442; MILK SOLIDS,added_sugar;  476); allergen,medium; emulsifier; low
387,Amul Dark CHOCOLATE BAR,AMUL,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
388,Hershey's Exotic Dark Chocolate Californian Almonds - With Blackberry Crunchy Dark Chocolate,HERSHEYS,CHOCOLATE,CHOCOLATE,SUGAR; LIQUID GLUCOSE; MILK SOLIDS; EDIBLE COMMON SALT,added_sugar; hidden_sugar; allergen; sodium_source,medium; medium; low; low
389,Cadbury Temptations Rum & Raisins Premium CHOCOLATE BAR,BOURNVILLE,CHOCOLATE,CHOCOLATE,SUGAR; EMULSIFIERS (442; MILK SOLIDS,added_sugar;  476); allergen,medium; emulsifier; low
390,Nestle KitKat Delights Caramel,NESTLE,CHOCOLATE,CHOCOLATE BAR,SUGAR; HYDROGENATED VEGETABLE FAT; NATURE IDENTICAL FLAVOURING SUBSTANCES; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); LODIZED SALT,added_sugar; trans_fat_source; artificial_flavoring; allergen; refined_carb; sodium_source,medium; high; medium; low; medium; low
391,Bounty Miniatures Coconut Filled Chocolate Pack,BOUNTY,CHOCOLATE,CHOCOLATE BAR,SUGAR; LIQUID GLUCOSE; PALM OIL; MILK SOLIDS,added_sugar; hidden_sugar; saturated_fat_source; allergen,medium; medium; medium; low
392,Cadbury Dairy Milk Silk Hazelnut CHOCOLATE BAR,CADBURY,CHOCOLATE,CHOCOLATE BAR,SUGAR; EMULSIFIERS (442; MILK SOLIDS,added_sugar;  476); allergen,medium; emulsifier; low
393,"Snickers Filled with Brownie, Peanuts & Caramel CHOCOLATE BAR",SNICKERS,CHOCOLATE,CHOCOLATE BAR,LIQUID GLUCOSE; INVERT SUGAR; DEXTROSE; PALM OIL; MILK SOLIDS; LODIZED SALT,hidden_sugar; hidden_sugar; hidden_sugar; saturated_fat_source; allergen; sodium_source,medium; medium; medium; medium; low; low
394,Cadbury Dairy Milk Lickables Chocolate with Oreo Chunks,CADBURY,CHOCOLATE,CHOCOLATE,INVERT SUGAR; HYDROGENATED VEGETABLE FAT; EMULSIFIERS (442; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); STARCH; LODISED SALT,hidden_sugar; trans_fat_source;  476); allergen; refined_carb; refined_carb; sodium_source,medium; high; emulsifier; low; medium; low; low
395,Hershey's Kisses Choco Truffle,HERSHEYS,CHOCOLATE,CHOCOLATE,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
396,Amul Fruit 'N' Nut Chocolate,AMUL,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
397,Cadbury Dairy Milk Silk Desserts Plum Cake CHOCOLATE BAR,CADBURY,CHOCOLATE,CHOCOLATE BAR,SUGAR; INVERT SYRUP; REFINED PALM OIL; ACIDITY REGULATOR (330); EMULSIFIERS (442; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); LODIZED SALT,added_sugar; hidden_sugar; saturated_fat_source; acidity_regulator;  476); allergen; refined_carb; sodium_source,medium; medium; medium; low; emulsifier; low; medium; low
398,Mars Caramel CHOCOLATE BAR,MARS,CHOCOLATE,CHOCOLATE BAR,LIQUID GLUCOSE; INVERT SUGAR; EMULSIFIERS (442; HYDROLYZED VEGETABLE PROTEIN; MILK SOLIDS; LODISED SALT,hidden_sugar; hidden_sugar;  476); msg_source; allergen; sodium_source,medium; medium; emulsifier; medium; low; low
399,"Fabelle Hazelnut Handcrafted Chocolate Truffles Inspired by Classic Desserts, Assorted Luxury Chocolates Gift Pack",FABELLE,CHOCOLATE,CHOCOLATE,SUGAR; DEXTROSE; HYDROGENATED VEGETABLE OIL; REFINED PALM OIL; NATURE IDENTICAL FLAVOURING SUBSTANCES; MILK SOLIDS,added_sugar; hidden_sugar; trans_fat_source; saturated_fat_source; artificial_flavoring; allergen,medium; medium; high; medium; medium; low
400,Cadbury Bournville Rich Cocoa 70% Dark CHOCOLATE BAR,BOURNVILLE,CHOCOLATE,CHOCOLATE BAR,SUGAR; EMULSIFIERS (442; NATURE IDENTICAL FLAVOURING SUBSTANCES; MILK SOLIDS,added_sugar;  476); artificial_flavoring; allergen,medium; emulsifier; medium; low
401,Cadbury Bournville Cranberry 50% Dark CHOCOLATE BAR,BOURNVILLE,CHOCOLATE,CHOCOLATE BAR,SUGAR; EMULSIFIERS (442; NATURE IDENTICAL FLAVOURING SUBSTANCES; MILK SOLIDS,added_sugar;  476); artificial_flavoring; allergen,medium; emulsifier; medium; low
402,Cadbury Bournville Fruit & Nut 50% Dark CHOCOLATE BAR,BOURNVILLE,CHOCOLATE,CHOCOLATE BAR,SUGAR; EMULSIFIERS (442; MILK SOLIDS,added_sugar;  476); allergen,medium; emulsifier; low
403,Amul India Twilight Tryst 55% Dark CHOCOLATE BAR,AMUL,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
404,Snickers Almond Filled CHOCOLATE BAR,SNICKERS,CHOCOLATE,CHOCOLATE BAR,SUGAR; DEXTROSE; GLUCOSE SYRUP; PALM OIL; MILK SOLIDS,added_sugar; hidden_sugar; hidden_sugar; saturated_fat_source; allergen,medium; medium; medium; medium; low
405,Cadbury Gems Surprise Ball Chocolate,CADBURY,CHOCOLATE,CHOCOLATE,SUGAR; LIQUID GLUCOSE; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA),added_sugar; hidden_sugar; allergen; refined_carb,medium; medium; low; medium
406,Cadbury Bournville Rich Cocoa 50% Dark CHOCOLATE BAR,CADBURY,CHOCOLATE,CHOCOLATE BAR,SUGAR; EMULSIFIERS (442; MILK SOLIDS,added_sugar;  476); allergen,medium; emulsifier; low
407,Amul Milk Chocolate Smooth And Creamy,AMUL,CHOCOLATE,CHOCOLATE BAR,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
408,Amul Sugar Free Dark Chocolate,AMUL,CHOCOLATE,CHOCOLATE BAR,,,
409,Hershey's Exotic Dark Blueberry And Acai Chocolate Share Bag,HERSHEYS,CHOCOLATE,CHOCOLATE,SUGAR; LIQUID GLUCOSE; MILK SOLIDS; EDIBLE COMMON SALT,added_sugar; hidden_sugar; allergen; sodium_source,medium; medium; low; low
410,Nova Nova Waffle Chocolates- Belgian Chocolate,NOVA NOVA ,CHOCOLATE,WAFFLE,SUGAR; HYDROGENATED VEGETABLE OIL; MILK SOLIDS,added_sugar; trans_fat_source; allergen,medium; high; low
411,Nova Nova Choco Pockets- Classic Chocolate,NOVA NOVA ,CHOCOLATE,CHOCOLATE,SUGAR; INVERT SYRUP; EDIBLE VEGETABLE OIL (PALM OIL); MILK SOLIDS; REFINED WHEAT FLOUR; IODISED SALT,added_sugar; hidden_sugar; saturated_fat_source; allergen; refined_carb; sodium_source,medium; medium; medium; low; medium; low
412,Hershey's Kisses Hazelnut 'N' Cookies Chocolate,HERSHEYS,CHOCOLATE,CHOCOLATE,SUGAR; EDIBLE VEGETABLE OIL (PALM OIL); EMULSIFIERS (442; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA),added_sugar; saturated_fat_source;  476); allergen; refined_carb,medium; medium; emulsifier; low; medium
413,Hershey's Kisses Almonds Chocolate,HERSHEYS,CHOCOLATE,CHOCOLATE,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
414,Hershey's Exotic Dark Pomegranate Chocolate,HERSHEYS,CHOCOLATE,CHOCOLATE,SUGAR; LIQUID GLUCOSE; MILK SOLIDS; EDIBLE COMMON SALT,added_sugar; hidden_sugar; allergen; sodium_source,medium; medium; low; low
415,Amul Single Origin India Milk Chocolate,AMUL,CHOCOLATE,CHOCOLATE,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
416,Amul Velvet Milk Chocolate,AMUL,CHOCOLATE,CHOCOLATE BAR,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
417,Lo Foods Dark CHOCOLATE BAR Hazelnut Premium Sugar Free Chocolate Rich Healthy Chocolates,LO FOODS ,CHOCOLATE,CHOCOLATE BAR,,,
418,Didier & Frank Hazelnut Dark CHOCOLATE BAR,DIDIER AND FRANK,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
419,Didier & Frank 85% Dark CHOCOLATE BAR,DIDIER AND FRANK,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
420,Milka Raisins & Nuts Milk Chocolate,MILKA,CHOCOLATE,CHOCOLATE BAR,SUGAR; SKIMMED MILK POWDER,added_sugar; allergen,medium; low
421,Luvit Dark Compound Chocolate,LUVIT,CHOCOLATE,CHOCOLATE BAR,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
422,Didier & Frank Orange Dark CHOCOLATE BAR,DIDIER AND FRANK,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
423,Lo Foods Dark CHOCOLATE BAR Almond Delight Premium Sugar Free Chocolate Rich Healthy Chocolates,LO FOODS ,CHOCOLATE,CHOCOLATE BAR,,,
424,Darkins Indian Artisanal 63% Dark Orange Chocolate,DAEKINS,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
